kriol,english
"wal mosis en eran en ola isreil pipul bin gibit det libai klen holbit langa yawei, jis laik yawei bin dalim mosis.","Moses, and Aaron, and all the congregation of the children of Israel did so to the Levites. According to all that Yahweh commanded Moses concerning the Levites, so the children of Israel did to them."
"en imbin andimwei loda nogudwan dibuldibul brom insaid langa sambala pipul du, en wen detlot dibuldibul bin kamat brom detlot pipul, detlot dibuldibul bin jingat, ""jisas, yu na det san blanga god!"" en jisas bin dalim olabat blanga jidan kwait, en im nomo bin larram olabat tok, dumaji deibin sabi hu im. detlot dibuldibul bin sabi im na det boswan gulum masaiya.","Demons also came out of many, crying out and saying, ""You are the Christ, the Son of God!"" Rebuking them, he didn't allow them to speak, because they knew that he was the Christ."
"wal det nogudbala spirit bin jingat adbala na, en imbin meigim det lilboi deigim bigwan fit, en afta imbin kamat brom im, en det lilboi bin luk jis laiga dedbala, en ebribodi bin tok, ""im dedwan na!""","After crying out and convulsing him greatly, it came out of him. The boy became like one dead, so much that most of them said, ""He is dead."""
"wal maitbi yumob bin irrim god bin pikimat mi blanga wek blanga yumob,","if it is so that you have heard of the administration of that grace of God which was given me toward you,"
"""wen pipul irrim sambodi blowimbat wisul insaid langa eni taun blanga wonim pipul blanga fait, yumob reken pipul garra bradin? yuwai, dei garra bradin. ""wen samting brabli nogudbala hepin langa eni taun, yumob reken yawei bin jandim? yuwai, im na bin jandim.","Does the trumpet alarm sound in a city, without the people being afraid? Does evil happen to a city, and Yahweh hasn't done it?"
"en seimtaim thribala men brom sesariya bin kamat langa det haus weya aibin jidanbat,","Behold, immediately three men stood before the house where I was, having been sent from Caesarea to me."
"en detlot serramonimen brom det libai klen garra go deya du, dumaji dei garra sodimat det lowa wen sambodi bin kilimbat enibodi. wal yawei det trubala god blanga wi bin pikimat olabat blanga jidan serramonimen blanga im, en olabat garra dalimbat yumob ola gudbala ting weya yawei garra dumbat langa yumob.","The priests the sons of Levi shall come near, for them Yahweh your God has chosen to minister to him, and to bless in Yahweh's name; and according to their word shall every controversy and every assault be decided."
"wal ebriyiya king salaman bin gajim 23,000 kilogrem gol,","Now the weight of gold that came to Solomon in one year was six hundred sixty-six talents of gold,"
"yumob sabi? dei oldei meigim det lowa brabli adbala blanga ola pipul blanga dum, en dei nomo dum enijing blanga album olabat.","For they bind heavy burdens that are grievous to be borne, and lay them on men's shoulders; but they themselves will not lift a finger to help them."
"en jisas bin askim ola lowamen en serramonimen deya. imbin tok, ""wanim det lowa blanga wi tok blanga sebathdei? wi gin album sikbala pipul wen im sebathdei?""","Jesus, answering, spoke to the lawyers and Pharisees, saying, ""Is it lawful to heal on the Sabbath?"""
nomo eni men o gel nomo lau silipsilipbat garram eni enimul. im det brabli nogudbalawei en tharran meigim im nomo klinbala blanga serramoni.,"""'You shall not lie with any animal to defile yourself with it. No woman may give herself to an animal, to lie down with it: it is a perversion."
"""wal aibin pikimat yu na blanga jandap en wotjimbat blanga detlot isreil pipul. wal yu irrim mi gudwei na wanim ai garra dalim yu. yu wonim olabat blanga mi.","""So you, son of man, I have set you a watchman to the house of Israel. Therefore hear the word from my mouth, and give them warnings from me."
"yawei wandim ebribodi blanga dum ebrijing trubalawei en nomo tjidimbat enibodi, jis laik det trubala skeil weya weiyimbat enijing en dalim hau hebi det ting jidan.",Honest balances and scales are Yahweh's; all the weights in the bag are his work.
"dumaji olabat femili bin kipgon gro bigwan na, deibin spredat sangodanwei raidap gulijap langa det taun gulum gera, en olabat shipmob bin dagadagat gras sanraiswei langa det hil kantri gulijap langa det taun.","They went to the entrance of Gedor, even to the east side of the valley, to seek pasture for their flocks."
"baruk bin ensim olabat, ""yuwai. jeramaiya bin dalim mi ebri wed, en aibin raidimdan langa dijan rolapwan peipa na.""","Then Baruch answered them, ""He dictated all these words to me with his mouth, and I wrote them with ink in the book."""
"yumob sabi na? detlot jintail pipul nomo garram det lowa blanga god weya imbin gibit langa mosis. bat wen dei abum det filing weya meigim olabat dum wanim det lowa tok, im jis laik dei garram det lowa insaid langa olabat hat, dumaji det ekshan blanga olabat shoum wi god bin pudum wanim det lowa blanga im bin tok insaid langa olabat hat. en det filing blanga olabat shoum olabat god bin pudum det lowa insaid langa olabat, dumaji det filing blanga olabat oldei dalim olabat dei dumbat nogudbala ting o gudbala ting.","(for when Gentiles who don't have the law do by nature the things of the law, these, not having the law, are a law to themselves,"
"brom det taim na wen aibin brabli yangboi, aibin oldei kain langa eni biginini hubin jidan nomo garram dedi en mami en langa ola widogel du.","(no, from my youth he grew up with me as with a father, I have guided her from my mother's womb);"
"det wanbala lilboi bin pudumat im bingga basdam, en det wekingel bin taiyimap redwan string langa im bingga, en imbin tok, ""dijan bin kamat feswan na.""","When she travailed, one put out a hand, and the midwife took and tied a scarlet thread on his hand, saying, ""This came out first."""
"wotfo yu wotjimbat melabat oldei? if mi dum nogudbala ting, aibin ardimbat yu? wotfo yu tjakambat spiya langa mi? yu reken mi hebiwan loud blanga yu?","If I have sinned, what do I do to you, you watcher of men? Why have you set me as a mark for you, so that I am a burden to myself?"
"wal yumob kaan owim enibodi enijing. yumob garra oldei peiyimbek ebrijing weya yumob owim enibodi. en lagijat gin yumob garra oldei laigim ebribodi, dumaji wen yumob laigim pipul, yumob dum wanim det lowa dalim yumob blanga dum.","Owe no one anything, except to love one another; for he who loves his neighbor has fulfilled the law."
"wal pailat bin lafta duwit langa olabat, en imbin hendimoba jisas langa olabat, en detlot solja bin deigim jisas blanga kilim im langa det kros.",So then he delivered him to them to be crucified. So they took Jesus and led him away.
"wal ai kaan dalim yumob enijing blanga hau yumob garra laigim yumob braja en sista olabat, dumaji god na bin lenim yumob,","But concerning brotherly love, you have no need that one write to you. For you yourselves are taught by God to love one another,"
yawei garra peiyimbek en panishim olabat. det taim garra kaman wen olabat ol garra buldan. det taim im gulijap wen olabat garra binij.,"Vengeance is mine, and recompense, at the time when their foot slides, for the day of their calamity is at hand. Their doom rushes at them."""
"afta na wen king jehoiyakim bin barnim det rolapwan peipa weya aibin gibit langa baruk, yawei det trubala god bin dalim mi","Then Yahweh's word came to Jeremiah, after the king had burned the scroll, and the words which Baruch wrote at the mouth of Jeremiah, saying,"
"ola femili blanga king eiheb, en ola bigininimob blanga olabat garra dai. ai garra binijimap ola boiwan langa im femili holot, ola olmen en ola yangboi.","For the whole house of Ahab will perish. I will cut off from Ahab everyone who urinates against a wall, both him who is shut up and him who is left at large in Israel."
"melabat wandim ronwan king blanga jidan bos blanga melabat en blanga lidim melabat langa fait. melabat wandim king blanga fait blanga melabat.""","that we also may be like all the nations; and that our king may judge us, and go out before us, and fight our battles."""
det king jidan fren blanga detlot pipul hu im trastimbat en hu oldei toktok gudbinjiwei.,He who loves purity of heart and speaks gracefully is the king's friend.
ol yumob deya langa hebin preisim yawei det trubalawan god. preisim im haibalawei en det pawa blanga im.,"A Psalm by David. Ascribe to Yahweh, you sons of the mighty, ascribe to Yahweh glory and strength."
"wal gowan. yumob go langa det serramoni. bat ai kaan go deya streidawei, dumaji det taim blanga mi nomo bin kaman yet."" lagijat na jisas bin tok,","You go up to the feast. I am not yet going up to this feast, because my time is not yet fulfilled."""
"afta na detlot sebenbala draiwan daga bin dagat ol detlot sebenbala bigwan daga. ""wal aibin dalim det stori blanga det dubala drim langa ol dislot doktabala en klebabalamen iya. bat dei nomo bin sabi wanim det dubala drim bin tok."" lagijat na det king bin tok.","The thin heads of grain swallowed up the seven good heads of grain. I told it to the magicians, but there was no one who could explain it to me."""
"wal king sol en im solja olabat bin go langa det taun gulum amalek, en deibin blandim miselp deya langa det draiwan riba weidabat rait taim blanga fait.","Saul came to the city of Amalek, and set an ambush in the valley."
"wal det libai men bin agri langa im, en imbin jidan deya garram maika, en maika bin meigim im serramonimen blanga im, en imbin oldei jidan deya langa im haus, en maika bin tridim im jis laiga san.",The Levite was content to dwell with the man; and the young man was to him as one of his sons.
"wal detlot wekinmen bin tok, ""bos, yu luk. dubala bigwan naif iya."" en jisas bin tok, ""wal im rait det dubala naif.""","They said, ""Lord, behold, here are two swords."" He said to them, ""That is enough."""
"en im garra album det widogel, en im garra go en kotim detlot pipul hubin dum rong langa im.","The Lord said, ""Listen to what the unrighteous judge says."
"brom det kantri blanga juda en simiyan klen, deibin gibit olabat detlot nainbala taun gulum libna, jeitiya, eshtamowa, holan, debiya, eiyin, jata en bethshemesh garram ola pedik.","Jattir with its pasture lands, Eshtemoa with its pasture lands,"
en tudei na melabat jidan jis laiga prisana blanga najawan king langa dijan kantri weya yubin gibit langa melabat grengrenfatha olabat blanga dagat ola gudwan daga en jidan gudbinjiwei. iya na melabat jidan jis laiga prisana blanga difrin bos.,"""Behold, we are servants today, and as for the land that you gave to our fathers to eat its fruit and its good, behold, we are servants in it."
"bat dumaji det men neim ahikam det san blanga shafan bin album mi, wulijim olabat kaan hendimoba mi langa detlot pipul blanga kilim mi.","But the hand of Ahikam the son of Shaphan was with Jeremiah, so that they didn't give him into the hand of the people to put him to death."
"mi dalimbat miselp, ""jidan gudbinji! gajim yu gita en sing! ai garra gidap bifo det san en sing!""","Wake up, harp and lyre! I will wake up the dawn."
"yu garra askim yawei blanga enijing weya yu wandim dum, en im na garra meigim det plen hepin gudwei.","Commit your deeds to Yahweh, and your plans shall succeed."
"afta na yumob garra pudum det seikridwan boks ontop langa det wegan, en yumob garra pudum ol detlot golwan sheip weya yumob garra jandim blanga ofring insaid langa najawan boks, en yumob garra pudum det najawan boks ontop langa det wegan wansaid langa det seikridwan boks. afta na yumob garra larram det wegan gowei miselp,","and take Yahweh's ark and lay it on the cart. Put the jewels of gold, which you return him for a trespass offering, in a box by its side; and send it away, that it may go."
yumob garra gibit miselp langa yawei. yumob garra trastim im en im garra album yumob.,"Commit your way to Yahweh. Trust also in him, and he will do this:"
"wal yawei det trubala god bin kipgon tok, ""wal iya na det wekinmen blanga main. aibin meigim im brabli strongbala. oni im na aibin pikimat, en mi brabli gudbinji langa im. aibin gibit im main spirit, en im garra gibit feyago langa ebribodi langa ebri kantri.","""Behold, my servant, whom I uphold, my chosen, in whom my soul delights: I have put my Spirit on him. He will bring justice to the nations."
"blanga meiksho ebribodi dum raitwei ebridei, hau det king bin dalim olabat.","For there was a commandment from the king concerning them, and a settled provision for the singers, as every day required."
"detlot moweb pipul bin dalim detlot lida blanga detlot midiyan pipul, ""detlot isreil pipul tumatj. olabat garra binijimap ola ebrijing weya jidan raidaran langa wi, jis laik det buligi weya oldei dagadagat det gras."" wal det king beilak","Moab said to the elders of Midian, ""Now this multitude will lick up all that is around us, as the ox licks up the grass of the field."" Balak the son of Zippor was king of Moab at that time."
"ebri ailibala im garra gibit det lilwan ship, en det flauwa en det oliboil langa mi olataim.""","Thus they shall prepare the lamb, the meal offering, and the oil, morning by morning, for a continual burnt offering."""
"""dedi, yu meigim detlot wekinmen main jidan seikridwan oni blanga yu garram det trubala wed blanga yu.",Sanctify them in your truth. Your word is truth.
detkain gel oldei lenim miselp olkain ting. bat dei nomo len det trubalawan wed blanga god.,always learning and never able to come to the knowledge of the truth.
wal det sekanwan trabul bin binij na. bat det namba 3 trabul garra kaman dregli.,"The second woe is past. Behold, the third woe comes quickly."
ol detlot ting weya king jehoram bin dum deibin raidimdan langa det buk gulum ola stori blanga detlot king blanga juda.,"The rest of the acts of Joram, and all that he did, aren't they written in the book of the chronicles of the kings of Judah?"
"wal nobodi bin dalim jisas detlot pipul bin toktokbat blanga det wed. bat imbin sabi, en imbin dalim olabat, ""maitbi det wed weya aibin tok garra meigim yumob wandi gowei brom mi.","But Jesus knowing in himself that his disciples murmured at this, said to them, ""Does this cause you to stumble?"
"wal streidawei wen king asa bin irrim wanim esaraiya det speshalwan mesinja bin tok, imbin gibit oda langa im wekinmen olabat blanga binijimap ola drimin sheip langa juda en benjamin en langa detlot taun weya imbin gajimbek langa det kantri gulum ifreiyim. en imbin meigim gudwan igin det teibul blanga ofring blanga yawei weya jidan langa det kotyad langa det serramoni pleis.","When Asa heard these words and the prophecy of Oded the prophet, he took courage, and put away the abominations out of all the land of Judah and Benjamin, and out of the cities which he had taken from the hill country of Ephraim; and he renewed Yahweh's altar that was before Yahweh's porch."
"detlot matiriyal bin jidan 13 mita longwei en 2 mita kroswei,","The length of each curtain was thirty cubits, and four cubits the width of each curtain. The eleven curtains had one measure."
im garra panishim olabat blanga ola brabli nogudbala ting deibin dumbat en im garra binijimap olabat brabliwei. yawei det trubala god blanga wi garra binijimap olabat.,"He has brought on them their own iniquity, and will cut them off in their own wickedness. Yahweh, our God, will cut them off."
"wal det najawan san blanga ketura neim midiyan bin merrit du, en im waif bin abum faibala san blanga im. olabat neim bin ifa, ifara, henak, abida en eldeiya.","The sons of Midian were Ephah, Epher, Hanoch, Abida, and Eldaah. All these were the children of Keturah."
"if yawei nomo bin album mi, ai bina godan langa det pleis weya ola dedbala pipul oldei go.","Unless Yahweh had been my help, my soul would have soon lived in silence."
"en im garra faindim miselp langa midul. en im lagijat du langa ola gel. det widogel en det yanggel oldei gibit miselp langa det wek blanga jisas krais det bos blanga wi, dumaji detkain gel wandi gibit miselp holbit langa jisas krais brabliwei en wek blanga im. bat det gel hu garram hasbin oldei gibit miselp langa ola enijing langa dijan wel, dumaji im oldei jinggabat im hasbin en hau im garra meigim im hasbin gudbinji.","There is also a difference between a wife and a virgin. The unmarried woman cares about the things of the Lord, that she may be holy both in body and in spirit. But she who is married cares about the things of the world—how she may please her husband."
"""ai garra jingat langa main pipul en majurrumap olabat dumaji aibin seibum olabat, dei garra jidan detmatj pipul igin laik deibin jidan longtaim.","I will signal for them and gather them, for I have redeemed them. They will increase as they were before."
en imbin dai wen imbin 777 yiya ol.,"All the days of Lamech were seven hundred seventy-seven years, then he died."
"bat yumob nomo stadim fait deya langa detlot pipul, dumaji ai kaan gibit yumob eni pat langa tharran idam kantri. im blanga isau bigininimob.","Don't contend with them; for I will not give you any of their land, no, not so much as for the sole of the foot to tread on, because I have given Mount Seir to Esau for a possession."
"wal rubin bin dalim im braja olabat, ""aibin dalim yumob nomo blanga ardim det boi. bat yumob nomo bin lisin langa mi. en dijan na peiyimbek wi weya wibin binijimof im.""","Reuben answered them, saying, ""Didn't I tell you, saying, 'Don't sin against the child,' and you wouldn't listen? Therefore also, behold, his blood is required."""
"wal deibin abum sambala lilwan fish deya du, en jisas bin gibit theingks langa god blanga detlot fish, en afta imbin dalim im wekinmen olabat blanga gibitat detlot fish langa detlot pipul, en deibin gibitat na.","They also had a few small fish. Having blessed them, he said to serve these also."
"yawei, wen yu gitwail, nomo dalimof mi. nomo panishim mi wen yu brabli einggri.","A Psalm by David, for a memorial. Yahweh, don't rebuke me in your wrath, neither chasten me in your hot displeasure."
"""wal ebrijing weya im jidan langa dijan wel langa det skai en det graun im blanga yawei.","Behold, to Yahweh your God belongs heaven, the heaven of heavens, and the earth, with all that is therein."
"""wal det wekinmen bin dalim detlot pipul hubin boro enijing brom im bos. langa det feswan men imbin tok, 'haumatj yu garra gibitbek main bos?'","Calling each one of his lord's debtors to him, he said to the first, 'How much do you owe to my lord?'"
"yawei bin meigim brabliwan pramis langa yumob, en im kaan libum yumob, dumaji im na bin jinggabat blanga meigim yumob im ronwan pipul olabat.","For Yahweh will not forsake his people for his great name's sake, because it has pleased Yahweh to make you a people for himself."
"en yumob garra oldei jinggabat ol detlot gudbala ting na, nomo detlot nogudbala ting iya langa dijan graun.","Set your mind on the things that are above, not on the things that are on the earth."
"en dei garra meigim teibul blanga ofring garram dubala pol en ola speshalwan damba en ola najalot enijing blanga det teibul,","the table with its poles and all its vessels, and the show bread;"
"en king nebakanesa bin pikimat metanaiya, det anggul blanga king jehoiyakin blanga jidan king blanga juda en imbin tjeinjim im neim langa sedakaiya.","The king of Babylon made Mattaniah, Jehoiachin's father's brother, king in his place, and changed his name to Zedekiah."
"""en eni isreil pipul o pipul brom najalot kantri hu jidan deya en dagat det bif brom det enimul wen imbin jis dai, o maitbi imbin gitkil brom wailwan enimul, wal im garra lafta washim im klos, en abum bogi, en jidan raidap sangodan bifo im klinbala blanga serramoni.","""'Every person that eats what dies of itself, or that which is torn by animals, whether he is native-born or a foreigner, shall wash his clothes, and bathe himself in water, and be unclean until the evening. Then he shall be clean."
wal det speshalwan mesinja neim aisaiya det san blanga eimas bin raidimdan ola najalot ting king yusaiya bin dum wen imbin jidan king.,"Now the rest of the acts of Uzziah, first and last, Isaiah the prophet, the son of Amoz, wrote."
"wal nomeda yawei, det god blanga isreil bin kaman en dalim king salaman tutaim, nomo blanga weshipbat ola drimin sheip, im nomo bin teiknodis langa yawei en imbin gibit bekboun langa im. wal blanga tharran na yawei bin gitwail langa king salaman,","Yahweh was angry with Solomon, because his heart was turned away from Yahweh, the God of Israel, who had appeared to him twice,"
"en wen ol yumob jintail pipul bin irrim det trubala wed, god bin meigim yumob im ronwan pipul du, dumaji wen yumob bin lisin langa det gudnyus, god bin seibum yumob. yumob bin bilib langa jisas krais, en god bin pudum im mak langa yumob wen imbin gibit yumob det holi spirit weya imbin pramis blanga gibit langa detlot pipul hu bilib langa im.","In him you also, having heard the word of the truth, the Good News of your salvation—in whom, having also believed, you were sealed with the promised Holy Spirit,"
"bat tudei na melabat nomo strongbala. dumaji melabat nomo garram eni daga blanga dagat. najing. oni det daga gulum mena na melabat oldei dagadagatbat ebridei."" det mena bin jis laik sid daga, im waitwan bat lilbit yelawan kala.","but now we have lost our appetite. There is nothing at all except this manna to look at."""
"en deibin kotim im deya na. deibin tok, ""yu dalim melabat! yu na tharran boswan weya god garra jandim gulum masaiya?"" wal jisas bin tok, ""if ai dalim yumob, wal yumob kaan bilib langa mi.","""If you are the Christ, tell us."" But he said to them, ""If I tell you, you won't believe,"
langa det kantri ijip imbin binijimap ola men en ola enimul hubin bon fes.,"He struck the firstborn of Egypt, both of man and animal."
"wal mosis bin jinggabat wanim josef det grengrenfatha blanga detlot isreil pipul bin tok langa im san olabat longtaim. imbin tok, ""wen god garra deigidawei yumob brom dijan kantri, yumob garra deigim main bodi garram yumob du."" en ola san blanga josef bin pramis blanga duwit langa im, en wen detlot isreil pipul bin gowei brom det kantri, deibin deigim im bodi garram olabat.","Moses took the bones of Joseph with him, for he had made the children of Israel swear, saying, ""God will surely visit you, and you shall carry up my bones away from here with you."""
"wal itai bin tok, ""bos, trubala ai dalim yu. ai garra oldei bulurrum yu ebriweya yu oldei go. nomeda ai garra dai, bat stil ai garra bulurrum yu.""","Ittai answered the king and said, ""As Yahweh lives, and as my lord the king lives, surely in what place my lord the king is, whether for death or for life, your servant will be there also."""
imbin kipum im pramis langa ola isreil pipul. imbin rispek en abum det filing blanga laigim im pipul olabat olataim. pipul brom ebriweya bin luk god bin win garram im pawa.,He has remembered his loving kindness and his faithfulness toward the house of Israel. All the ends of the earth have seen the salvation of our God.
"wal aibin gajim det lilwan peipa brom det einjul bingga, en aibin dagat det peipa, en imbin brabli switwan jis laik shugabeig langa main mawus. bat afta wen aibin julurum, main binji bin tenim miselp brabli.","I took the little book out of the angel's hand, and ate it. It was as sweet as honey in my mouth. When I had eaten it, my stomach was made bitter."
"wal ebishai det san blanga seruwaiya bin dalim king deibid, ""ai reken yu garra kilim shimiyai ded, dumaji yawei det trubala god bin pikimat yu blanga jidan king, en shimiyai bin tok nogudbalawei langa yu det taim wen yubin gowei brom jerusalem.""","But Abishai the son of Zeruiah answered, ""Shouldn't Shimei be put to death for this, because he cursed Yahweh's anointed?"""
ola pipul hu jidan praudbalawei garra nildan lida langa im. nobodi kaan seibum olabat ronwan laif. olabat garra ol nildan lida langa im.,"All the rich ones of the earth shall eat and worship. All those who go down to the dust shall bow before him, even he who can't keep his soul alive."
"wal yumob jinggabat det nyuwan beibi weya im bon. im oldei wandi dringgimbat milk, en det milk na meigim im growap strongbala. wal yumob garra jidan lagijat du. god bin seibum yumob, en yumob garra oldei wandimbat det trubalawan wed wulijim det wed garra meigim yumob growap brabli strongbala.","as newborn babies, long for the pure spiritual milk, that with it you may grow,"
"langa det dei na, olabat kaan jidan bos blanga yumob kantri. ebrijing garra jidan gudwei blanga yumob, en ol detlot adtaim weya yumob bin oldei abumbat garra binij.'","It will happen in that day that his burden will depart from off your shoulder, and his yoke from off your neck, and the yoke shall be destroyed because of the anointing oil."
"yumob gidap na. wi garra go, dumaji iya na det men im kaminap blanga hendimoba mi.""","Arise, let's be going. Behold, he who betrays me is at hand."""
"afta na besalel bin meigim det seikridwan gudsmelwan oil, en imbin miksimap det seikridwan gudsmelwan medisin du.","He made the holy anointing oil and the pure incense of sweet spices, after the art of the perfumer."
"wal wen jeikob bin binij toktok langa olabat, imbin leidan langa im bed, en imbin dai.","When Jacob finished charging his sons, he gathered up his feet into the bed, breathed his last breath, and was gathered to his people."
"trubala orait imbin hitim det ston en detmatj woda bin kamat, bat yu reken im gin gibit wi daga en gibit im pipulmob bif?""","Behold, he struck the rock, so that waters gushed out, and streams overflowed. Can he give bread also? Will he provide meat for his people?"""
"wal yumob garra oldei werrimon detlot ting brom god jis laik det solja weya im oldei werrimon detlot speshalwan klos blanga fait, en if yumob jidan redi lagijat ebridei, wal wen det dibuldibul kaman langa yumob blanga trai en deigidawei yumob, yumob garra jidan redi blanga fait garram im, en yumob garra bidim im en nomo gibap.","Therefore put on the whole armor of God, that you may be able to withstand in the evil day, and having done all, to stand."
"wal yawei det boswan god bin kipgon tok, ""ai garra gajim det top pat blanga det longwan sidatri en ai garra breigim det nyubala bushis, en ai garra growimap im ontop langa det haibala hil,","""The Lord Yahweh says: 'I will also take some of the lofty top of the cedar, and will plant it. I will crop off from the topmost of its young twigs a tender one, and I will plant it on a high and lofty mountain."
yubin kilim ded det bigwan solwoda enimul gulum reiheb. garram yu strongbalawan pawa yubin bidim yu enami olabat.,"You have broken Rahab in pieces, like one of the slain. You have scattered your enemies with your mighty arm."
"det namba blanga ol detlot men hu gin fait langa ami brom det isaka klen bin 87,000.","Their brothers among all the families of Issachar, mighty men of valor, listed in all by genealogy, were eighty-seven thousand."
"deibin teikoba det kantri, en det kantri blanga det najawan idamait king gulum og brom beishan. imbin jidan sanraisaid langa det jodan riba.","They took possession of his land and the land of Og king of Bashan, the two kings of the Amorites, who were beyond the Jordan toward the sunrise;"
"wal detlot solja brom manesa klen nomo bin andimwei detlot keinanait pipul brom detlot faibala taun gulum bethshan, tanak, nafodowa, aibliyam en magido, en brom detlot lilwan taun du weya jidan raidaran langa detlot taun, en detlot keinanait pipul bin kipgon jidanbat deya langa ol detlot taun.","Manasseh didn't drive out the inhabitants of Beth Shean and its towns, nor Taanach and its towns, nor the inhabitants of Dor and its towns, nor the inhabitants of Ibleam and its towns, nor the inhabitants of Megiddo and its towns; but the Canaanites would dwell in that land."
"wal main braja en sista olabat, melabat wandim yumob garra sabi wanim garra hepin langa detlot bilibamob hubin dai, dumaji melabat nomo wandim yumob garra nogudbinji en sori miselp blanga olabat seimwei laik ol detlot pipul hu nomo sabi god.","But we don't want you to be ignorant, brothers, concerning those who have fallen asleep, so that you don't grieve like the rest, who have no hope."
"wal jisas bin luk langa det men, en imbin laigim im, en imbin tok, ""oni wan ting deya yu nomo bin dum. yu garra gobek en selim ola enijing blanga yu, en yu garra gibit ol detlot mani langa ola powan pipul. wen yu dum lagijat, yu garra jidan ritjwan langa godwei, en afta yu garra kaman en bulurrum mi.""","Jesus looking at him loved him, and said to him, ""One thing you lack. Go, sell whatever you have and give to the poor, and you will have treasure in heaven; and come, follow me, taking up the cross."""
"en if im wandim baiyimbek det graun, wal im garra lafta peiyim det seimwan mani en lilbit mowa.","If he who dedicated the field will indeed redeem it, then he shall add the fifth part of the money of your valuation to it, and it shall remain his."
"ai nomo sheim blanga dalimbat najalot pipul wanim aibin oldei dumbat.""","because I feared the great multitude, and the contempt of families terrified me, so that I kept silence, and didn't go out of the door—"
"brabli purdiwan gel, wujei det olmen blanga yu bin go? yu dalim melabat wujei imbin go, wulijim melabat garra album yu lukabat en faindim im.","Where has your beloved gone, you fairest among women? Where has your beloved turned, that we may seek him with you?"
preisim im garram ola longwan wisul. preisim im garram olkain gita.,Praise him with the sounding of the trumpet! Praise him with harp and lyre!
"yu jinggabat wanim god bin gibit langa yu. en yu jinggabat det gudnyus weya yubin irrim. yu garra lisin langa tharran wed, en yu garra tenim miselp brom yu nogudbalawei. if yu kaan gidap, wal ai garra kaman langa yu jis laiga stilinbala. yu kaan sabi wotaim ai garra kaman langa yu lagijat.","Remember therefore how you have received and heard. Keep it and repent. If therefore you won't watch, I will come as a thief, and you won't know what hour I will come upon you."
"ai wandim jidan gudbinjiwei igin! nomeda yubin panishim mi brabliwei, yu meigim mi gudbinji igin!","Let me hear joy and gladness, that the bones which you have broken may rejoice."
"en ola pipul bin tok, ""melabat garra dum ebrijing weya yawei bin tok."" afta na mosis bin gobek blanga dalim yawei wanim detlot pipul bin tok,","All the people answered together, and said, ""All that Yahweh has spoken we will do."" Moses reported the words of the people to Yahweh."
"dumaji yawei garra deigidawei det pawa blanga ola nogudbala pipul, en im garra albumbat ola gudbala pipul.","For the arms of the wicked shall be broken, but Yahweh upholds the righteous."
"mi oldei jingat langa enibodi bat nobodi jinggabat langa mi. mi tok, 'yumob luk langa mi!' nobodi nomo bin brabli nogudbinji laik mi. wal det trabul na yawei bin gibit langa mi wen imbin brabli gitwail langa mi.","""Is it nothing to you, all you who pass by? Look, and see if there is any sorrow like my sorrow, which is brought on me, with which Yahweh has afflicted me in the day of his fierce anger."
"mosis bin deigim ola fet langa det binjipat insaidwei, en det brabli gudwan pat blanga det liba, en det dubala kidni en det kidni fet, en imbin barnimap holbit langa det teibul blanga ofring.","He took all the fat that was on the innards, and the cover of the liver, and the two kidneys, and their fat; and Moses burned it on the altar."
yumob sabi na? yumob kaan abum trabul brom dumbat nogudbala ting laik medrimbat en stilimbat en breigimbat lowa en pudumbat miselp langa enibodi trabul.,"But let none of you suffer as a murderer, or a thief, or an evil doer, or a meddler in other men's matters."
en brom deya imbin go langa det taun gulum las raidap langa det taun gulum etarotheda weya detlot pipul gulum akait bin jidan.,"It went out from Bethel to Luz, and passed along to the border of the Archites to Ataroth;"
"wal wantaim wen jeikob bin meigimbat supsup garram ola redwan bin, isau bin kambek brom bush hanggriwan,","Jacob boiled stew. Esau came in from the field, and he was famished."
"""wal thribala haibala wekinmen blanga king hesakaiya bin kaman brom jerusalem blanga midim im. wanbala bin neim eliyakim det san blanga hilkaiya hubin det bos blanga det kantri. det naja dubala bin neim shebna, det nambawan men blanga albumbat eliyakim, en jowa det san blanga eisaf, hubin oldei lukaftumbat detlot gabman peipa.","Then Eliakim the son of Hilkiah, who was over the household, and Shebna the scribe, and Joah, the son of Asaph the recorder came out to him."
imbin gobek en faindim beilak bin stil jandap deya wansaid langa im barnapwan ofring garram ol detlot lida brom moweb. beilak bin askim beilam wanim yawei bin dalim im.,"He came to him, and behold, he was standing by his burnt offering, and the princes of Moab with him. Balak said to him, ""What has Yahweh spoken?"""
"bat det wekinmen bin tok, 'bos, yu libum det tri wanmo yiya, en yu larram mi grajim det graun en miksimap garram minyuwa.","He answered, 'Lord, leave it alone this year also, until I dig around it and fertilize it."
"en if yumob wandi bulurrum detlot lowa brabliwei, wal yumob kaan jinggabat blanga go en joinap garram najalot pipul hu jidan langa dijan kantri, en yumob kaan jingat langa olabat drimin blanga enijing, en yumob kaan yusum eni neim blanga detlot drimin blanga bekimap miselp wen yumob meigim pramis, en yumob kaan bulurrum detlot drimin en weship langa olabat.","that you not come among these nations, these that remain among you; neither make mention of the name of their gods, nor cause to swear by them, neither serve them, nor bow down yourselves to them;"
"yu garra abum loda gol 35 kilogrem blanga meigim det pol en ola lemp en ebrijing,","It shall be made of a talent of pure gold, with all these accessories."
